,song-name,lyrics,release-year,genius-path
48,Hysteria,"Don't you know I never knew you But I, but I think I love you, girl, and What's your name? Boy you know the devil's in the details  Like, mm girl you gave me rabies And I don't mean maybe  Don't you know I never knew you But I, but I think I love you, girl, and What's your name boy? You know the devils in the details Like, mm girl you gave me rabies And I don't mean maybe I took a drink of head dream smoothie All of a sudden I'm feeling very loopy Don't you know I really love you now  [Chorus] Stop this plane 'cause I wanna get off Pull over somewhere on the side of a cloud Watch me get out Watch me go down And the rest is hysteria And I stole that But hey mom, look at me now Stop this plane 'cause I wanna get off Pull over somewhere on the side of a cloud and Watch me get out Watch me go down And the rest is hysteria And I stole that But hey mom, look at me now That's what it's all about ",2018,/Kurt-vile-hysteria-lyrics
49,I Know I Got Religion,"Yeah, I know I got religion It took me away It took me away Yeah, relocating my caddy to the golden highway Getting myself all cracked up on the poppy and pills Cranberry orange vodka spills But I can see those distant hills And this is where I want to be With human of her craft is made Now everything I see like Jesus drafted me Yeah, I dropped myself a penny off the william penn's head Yeah, I watched the fall off the city hall Yeah, I get my pictures In seventy-six Friends of the mind in a jar of the psychedelical kind I won't be kind, I won't rewind The friends that I had played too cool, I cut them off from the fire Now I stopped using picks and not a thing between me and my guitar Now I'm strumming away Everyday when I feel blue I write a strummer for you You yourself have said we can't get an ahead But I said that you have won if we got religion Religion, it's got me in its sway It's got me in its sway Yeah I know I got religion It took me away It took me away Yeah, relocating my caddy to the golden highway",2010,/Kurt-vile-i-know-i-got-religion-lyrics
50,I’m an Outlaw,"Girl, you got wise blood to come when summoned I'm an outlaw on the brink of self-implosion Alone in a crowd on the corner Goin' nowhere slow  I'm an outlaw on the brink of self-implosion Alone in a crowd on the corner In my walkman, in a snowglobe Goin' nowhere slow  I'm an outlaw by the ocean Watch it come crashing against my skin He'd go from Gene Clark to Clarence White And then he's alright I'm an outlaw on the brink of imploding Alone in a crowd on the corner Burned from vinyl Dimed from cans to the dome  I'm an outlaw under Orion's Belt What a dumb thing to sing, but it had a ring to it Girl, you got wise blood to come when summoned As my right eardrum drones on through the night now  Under exile, 'neath constellations Just to idle there in slow motion So is the life of the outlaw As a villain, as a snake-charming, vile human being I'm an outlaw Bitch!",2015,/Kurt-vile-im-an-outlaw-lyrics
51,In My Time,"In my day, I was young and crazy Sure, I didn't know shit, but now I'm lazy One day, I won't even know what was better Then again now, I want not much of nothing anyway  Two of us, one on each shoulder, I'm tryin' to turn We're pullin' over on this shoulder, ain't drivin' I know when I get older, I'm dyin' But I got everything I need and now It's fine now, it's fine now, it's fine In my time, I was whack and wild I was just being myself then But then I sat there just tryin' on faces Wanna erase how discreet disgrace is  Pulling over on the shoulder, ain't drivin' Put two of us, one on each shoulder, I'm tryin' to turn I know when we get older, I'm dyin' Well, I got everything I need now And it's fine now, it's fine now, it's fine",2011,/Kurt-vile-in-my-time-lyrics
52,Inside Lookin Out,"You call it the wrong ways[?] I call it the falling down's You call it the wrong ways[?] I call it the falling down's Falling down's  Got a blue [?] And my feet to walk Got a [?] My feet to walk Feet to walk I see [?] talk  You call it the wrong ways[?] I call it the falling down's You call it the wrong ways[?] I call it the falling down's Falling down's  Got a blue [?] And my feet to walk Got a blue [?] And my feet to walk Feet to walk  I see [?] talk Woohoo Woohoo Woohoo  [?] on the inside looking out for once [?]  Alright, alright, al-riiight Well use your [?] Alright, alright ",2009,/Kurt-vile-inside-lookin-out-lyrics
53,Intro In Z,False,0,/Kurt-vile-intro-in-z-lyrics
54,Invisibility: Nonexistent,Well I've got a lot to say in my own way It won't materialize in speech You'll only see it in the structure of skin Of secondhand smoke You know that it's a joke You know that we could put you on  I was destroyed by death today perhaps I'll run away There is no peace in songs they sing Maybe some comfort is to come travelling I find it in a dog I find it in a drug I find it but I don't know where to put it then it's gone My transport has arrived My chariot's a-waitin' Down yonder under the hill  Invisibility  Nonexistant,2010,/Kurt-vile-invisibility-nonexistent-lyrics
55,I Wanted Everything,"I wanted everything , but I think that I only got most of it Lord willing and if the creek don't rise I'm gonna love ya all the time I ain't never gonna go to work no more Kickin and screamin and Alright, I'm goin out the door I wanted everything , but I think that I only got most of it Lord willing and if the creek don't rise I'm gonna sit around til I get wise I ain't never goin to go work no more Cos I was an old man and that's all I ever did I wanted everything , but I think that I only got most of it",2010,/Kurt-vile-i-wanted-everything-lyrics
56,Jesus Fever,"I'd pack my suitcase with myself But I'm already gone Cleanse myself with vitamin health But I'm already gone  I saw it rising through the horizon And I saw it fall A Jesus fever's flowin' all over Believers and lovers  In a blackhole, I found a broken skull Now I'm already gone You can write my whole life down in a little book When I'm already gone I started shaking and my heart breaking And my belly crawls A Jesus fever's flowin' all over Believers and lovers  When I am a ghost, I'll see no reason to run When I'm already gone If it wasn't taped, you could escape this song But I'm already gone",2011,/Kurt-vile-jesus-fever-lyrics
57,Jesus On A Wire,"[Verse 1] Jesus on the phone Talking ’bout a nervous breakdown Even he don’t know How to bail us out of this one “What a mess!” I sing to myself Thinkin’ ’bout another song I wanna reach out to old Jesus Tell him I, too, feel alone And I’m here to save ya [Verse 2] Jesus on a wire And he’s lookin’ very tired And me, I don’t blame him And I almost want to claim him So I ring a couple chords out On my Martin Double O And I see them floating upward And I watch ’em as they go Into the pockets of Judas Iscariot in the sky Up through the cracks in the ceiling  [Instrumental Break]  [Verse 3] Jesus on the edge And I feel the same way lately And he hammers down some numbers And it shakes the sky like thunder I saw him risin’ o’er the horizon And I saw him fall When the scene dissipated And the world just waited and waited For a return  [Outro] Built",2022,/Kurt-vile-jesus-on-a-wire-lyrics
58,Kidding Around,"Walking on the straight and narrow Straight between your eyes comes an arrow Blood all over the house you reside in But it's all an illusion  On vacation at the seashore By the bay but far away Inside your mind has been unkind It brings along your brain you think  What's the meaning of this song And what's this piece of wood I don't care it sounds so pretty It's change is so sublime What was the meaning of that last line But I'm just kidding around over here  Oooooooooooooooo Oooooooooooooooo Oooooooooooooooo  Ain't it funny when others try to tell you what you're trying to do But I'm all ears, clearly, have you not been listening to my pretty song  Walking on the straight and narrow Straight between your eyes comes an arrow Blood all over the house you reside in But it's all an illusion  Walking on the rocky brawlway Forget what I was trying to say Now I know one way to kill me Way to go KV Hey can I hear me?  But I'm just kidding around over here  Oooooooooooooooo Oooooooooooooooo Oooooooooooooooo",2015,/Kurt-vile-kidding-around-lyrics
59,Kurt Runner,False,2022,/Kurt-vile-kurt-runner-lyrics
60,KV Crimes,"[Verse 1] I should have known My heart has overgrown ""Do you risk it exploding all over?"" Well you better get a load of this one With a load on The time has come And I believe I've come too For to tell you But something's always in the way  [Hook] All right, what now? That's fine, I think I'm ready To claim what's mine Rightfully, yeah  [Verse 2] Crestfallen Dejected with the East coast crutch Day dreaming through the dark days Club mate on holiday With the Moon Duo Space partners  [Hook] All right, what now? That's fine, I think I'm ready To claim what's mine Rightfully, yeah ",2013,/Kurt-vile-kv-crimes-lyrics
61,Life Like This,"[Verse 1] Wanna live, wanna live, live a life like mine Well I been doin’ it, baby all the time To do so you gotta roll with the punches Jump from the sweetest to the toughest of tough love  Maybe you think I’m a talking tube Baby try playing, that’s all I really ever wanna do You didn’t hear me right, oh yeah  [Chorus] That’s right I wanna live, live A life like this, yeah You wish [Verse 2] Wanna live, wanna live A life like mine Ay baby, well, get in line Ready to take a life test What it is, is it is the best  Maybe you don’t hear me talking strange Well, hang on you better wait Maybe you didn’t hear me right  Well it’s up and down and out of sight Do you got what it takes? Well, I think you might  [Bridge] Wanna live, wanna live A life like mine Well I been doin’ it, baby all the time To do so you gotta roll with the punches Jump from the sweetest to the toughest of tough love Maybe you don’t hear me talking strange Well hold on, you better wait Maybe you must think that I’m talking crooked Well, that’s all good Wanna live, wanna live A life like some Young and dumb and full of “come on over to my house - there’s a party goin’ on here” all the time Wanna live, wanna live A life like mine ",2015,/Kurt-vile-life-like-this-lyrics
62,Life’s a Beach,"I wanna be born, don’t wanna be anything I got dangerous memory, got memory I wanna be the best, bet all the dreams are entitled to be blessed Bet on my mother and her hundred daily blessings all the time  I wanna go to em all, yeah, cause life’s a beach I’m outta reach I’m so out of reach, yeah life’s a beach  I locked my key in the car again Fucked anyway they need Always  wecure my imagination Running away with me When your actions acting up Feels like the lam, we turning up I make a living too much, I think I'd try and die A little over Yeah cause life’s so wild Man I could give a little rest I’ve been up and down so long Guess I’m moving, moving along I’ve been a wrong display of my life Don’t never try and wilt this life I'm so outta reach",2011,/Kurt-vile-lifes-a-beach-lyrics
63,Like Exploding Stones,"[Spoken Intro] Got me going, one, two, three, four, one two  [Intro] Got me going woo-ooh Yeah Woo-ooh-ooh Ooh yeah  [Verse 1] Pain ricocheting in my brain like exploding stones Thoughts running 'round in my cranium like pinball machine-o-mania Dreaming of a time when everything rhymed and I was cool, calm, and collected And all of my heroes dropped by just to hear me play [Refrain] Ooh-ooh-ooh Ooh, yeah Ooh-ooh Yeah  [Verse 2] Thoughts become pictures become movies in my mind Welcome to the KV horror drive-in movie marathon But I'm just kidding and I'm just playing And this is just the way that I'm making a living Every day, in my mind and in real life too  [Refrain] Going woo-ooh Singing yеah-eah Going woo-ooh Singing yeah-eah Going woo-ooh Singing yеah-eah Going woo-ooh-ooh Singing yeah  [Interlude] Taking off now Moog making noise now Pain ricocheting in my brain like exploding sto-oh-oh-oh-woah-oh-woh-wones Guitar's feeding back now Feedback massaging my cranium ",2022,/Kurt-vile-like-exploding-stones-lyrics
64,Loading Zones,"[Verse 1] Back is aching but I cannot sleep 'Cause I won't be beat like I am the mayor of some godforsaken town Sure, they knighted me yesterday But who needs armor when I've an exoskeleton? I slip and squirm through the cracks Creep around by the, all the loading zones in my dirty little town Get my shopping done, laundry too Drop some dead weight, clean my hands of what I need to clean my hands of And all for free by mayoral decree All from zone to loading zone of my town, yeah  [Verse 2] Three grumpy girls and a dying daddy But oh so gorgeous the way they crave How beautiful to take a bite out of the world I want to rip the world a new one It just crawls out of my mouth anymore You can hate on it or you can hug it You can get all mushy and lovey-dovey It's all the same when I'm out there driving around All from zone to loading zone of my beautiful town  [Chorus] I park for free One stop shop life for the quick fix Before you get a ticket That's the way I live my life I park for free ",2018,/Kurt-vile-loading-zones-lyrics
65,Loading Zones (Spotify Singles),"[Verse 1] Back is aching but I cannot sleep 'Cause I won't be beat like I am the mayor of some godforsaken town Sure, they knighted me yesterday But who needs armor when I've got an exoskeleton? I slip and squirm through the cracks Creep around by the, all the loading zones in my dirty little town Get my shopping done, laundry too Drop some dead weight, clean my hands of what I need to clean my hands of And all for free by mayoral decree All from zone to loading zone of my town, yeah  [Verse 2] Three grumpy girls and a dying daddy But oh so gorgeous the way they crave How beautiful to take a bite out of the world I want to rip the world a new one It just crawls out of my mouth anymore You can hate on it or you can hug it You can get all mushy and lovey-dovey It's all the same when I'm out there driving around All from zone to loading zone of my beautiful town  [Chorus] I park for free One stop shop life for the quick fix Before you get a ticket That's the way I live my life Now watch me go ",2019,/Kurt-vile-loading-zones-spotify-singles-lyrics
66,Losing It,False,0,/Kurt-vile-losing-it-lyrics
67,Losing Momentum (For Jim Jarmusch),False,2010,/Kurt-vile-losing-momentum-for-jim-jarmusch-lyrics
68,Lost My Head There,"[Verse 1] Lost my head there Lost my head there Lost my head there Lost my head there I don’t wanna sit around, walk around today I’d much rather levitate  [Verse 2] I was buggin' out 'bout a couple-two-three things Picked up my microphone and started to sing I was feeling worse than the words come out Fell on some keys, and this song walked outta me  [Chorus] Lost my head Yes, that's how we like it there Lost my head there I don’t wanna talk about it, yell about it, oh no Me, I just wanna sing about it  [Verse 3] Lost my head there for a second Had a little funky psychosis - oh sweet relief! I don’t wanna sit around and walk around at all today So I gone went ahead and just levitated ",2015,/Kurt-vile-lost-my-head-there-lyrics
69,Monkey,"Oh, my darling I was born when I met you If you don't mind now would I lie could I get you to redesign And redeliver me again  I'll be your baby And I'll be your father Your little brother Won't be no bother Just born in autumn Came and I am here I see you saw me In the mirror in half It's so exciting that we both Just laugh and laugh  The other night you were away I missed you so bad I found me doing something Desperate, I was so sad I swear I held my own hand Pretending it was yours  Oh, my monkey love is funny When it's so strong It's so strong and it goes on For so, so long And it's long and strong And funny and it pours",2009,/Kurt-vile-monkey-lyrics
70,Mount Airy Hill (Way Gone),"[Verse 1] Standing on top of Mount Airy Hill thinkin' about flyin' Been around, but now I'm gone Been gone, but now I'm goin' down  [Verse 2] I was flyin' high through the night when the mornin' came But I was gone, if you know what I mean I was around, but now I'm gone Been done down, but now I'm just way down low (Watch my moves) [Verse 3] He do the snake in the grass He do the wiggle it around now way down low I been around, but now I'm gone Been gone, but now I'm just way gone I been around, but now I'm gone Been gone, but now I'm way gone  [Verse 4] I been around, but now I'm gone (Yeah) Been around, but now I'm gone Been gone, but now I'm-a-just way gone (Watch my moves)  [Outro] He do the snake in the grass",2022,/Kurt-vile-mount-airy-hill-way-gone-lyrics
71,Mutinies,"[Verse 1] The mutinies in my head keep staying I take pills and pills to try and make 'em go away Small computer in my hand explodin' I think things were way easier with a regular telephone and Impunity and disillusionment I guess we see now just how far that went Jupiter and Saturn Think I'm noticing a pattern  [Verse 2] The mutinies in my head keep staying I take pill and pill try and make 'em go away The little man in my head take over Drive me man, then he drive away in a Land Rover Yeah [Verse 3] The mutinies in my head keep staying I take pills and pills try and make 'em go away Small computer in my hand explodin' I think things were way easier with a regular telephone and Impunity and disillusionment I guess we see now just how far that went Jupiter and Saturn I think I'm noticing a pattern  [Verse 4] The mutinies in my head keep staying I take pills and pills try and make 'em go away The little man in my head take over Drive me man, then he drive away in a Land Rover (gone)",2018,/Kurt-vile-mutinies-lyrics
72,My Best Friends (Don’t Even Pass This),"My best friends don't even pass this way again I think I must've insulted them  I don't want you to cry I'm just saying goodbye I don't want you to come And I don't know why  I never did understand the words coming out of a man Givin' answers to questions that I didn't ask  Count to ten and then I'm just a tool again You wasn't never no great pretender, oh  I can't go on like this with a clenching fist Oh, but nicotine is even in my dreams We tried to school you, but you just cut class Get your head out of your ass  Heads [?], heavy thoughts takin' up all my time Eyes all aglow, my baby know she blows my mind You'd think that I'll just drop by, catchin' wind of all my cries Just hearin' all the weight I'm feelin'  But my best friends don't even pass this way again",2009,/Kurt-vile-my-best-friends-dont-even-pass-this-lyrics
73,My Sympathy,"So you wanna marry me Oh, you got my sympathy In a daydream, I saw my soul In a flashing neon sign waving to myself  So you want a baby Well, it's got my sympathy In a nightmare, I saw myself Briefcase, watch, suit, and tie",2009,/Kurt-vile-my-sympathy-lyrics
74,Never Run Away,"[Intro] You wedded on my day, you wedded on You wedded on my day Each morning we marry it's just the most gorgeous of days I know you'll never run away  [Verse 1] You met a young man who was a wild child Who harmonized his keys in his droning mind Saxophones sing from inside his head crying  [Hook] I know you'll never run away I know you'll never run away I know you'll never run away I know you'll never run away  [Verse 2] I'm living all the time thanks cause you're mine You turn my dying days away Each day we carry on like believers and lovers Though there are others who would rather run away  [Pre-Hook] Ay ay ay, ay ay ay now If you wanna hear me sing press play Ay ay ay, ay ay ay man Pay ay ay close attention ",2013,/Kurt-vile-never-run-away-lyrics
75,Never Run Away (string synth),"You had it on my day, you had on You had it on my day Each morning we marry It's just as almost gorgeous of days I know you'll never run away You met a young man who was a wild child Who harmonize' his keys in his droning mind Saxophone sings from inside his head 'cause  [Chorus] I know you'll never run away I know you'll never run away I know you'll never run away I know you'll never run away  I'm living all the time thanks 'cause your mine You turn my dying days away Each day we carry on like believers and lovers Though there are others who would rather run away  Hey, hey, hey, hey, hey, hey now If you wanna' hear me sing press play Hey, hey, hey, hey, hey, hey man Pay, ay, ay, ay close attention  I know you'll never run away I know you'll never run away I know you'll never run away I know you'll never run away ",0,/Kurt-vile-never-run-away-string-synth-lyrics
76,No Expectations,"[Intro] 1, 2, ready, go  [Verse 1] Take me to the station And put me on a train I got no expectations To pass through here again  [Verse 2] Once I was a rich man But now I am so poor But never in my sweet short life Have I felt like this before [Verse 3] Your heart is like a diamond You throw your pearls at swine And as I watch you leaving me You pack my peace of mind  [Harmonica Solo]  [Verse 4] Our love was like the water That splashes on a stone Our love is like our music It's here, and then it's gone  [Verse 5] So take me to the airport And put me on a plane I got no expectations To pass through here again  [Outro] Alright Yeah, boogie",2019,/Kurt-vile-no-expectations-lyrics
77,NRA Reprise,False,2013,/Kurt-vile-nra-reprise-lyrics
78,Ocean City,"You've got a best friend, don't know how You've got a best friend now You've got a best friend, don't know how You've got a best friend now You can take him out for drinks And if he stinks makes you think Maybe baby, I love you more But I've gotta have some friends when You're gone for to hear me cry Don't I You've got a best friend, don't know how You've got a best friend Monday morning comes Don't leave me now Woke up this morning, don't know what I said Now I'm walking 'round in circles, baby, bread in my head They say ocean city's the place to be But can you get me there for free? There's always a tunnel at the end of the line You can wear it back to 1929 Cause if you never see me again, I'll leave all the cash that I can Buy yourself a drink and if it stinks makes you think Maybe baby, I love you more But I've gotta have some friends when you're gone for to hear me cry Don't I? You've got a best friend don't know how You've got a best friend now (x5)",2010,/Kurt-vile-ocean-city-lyrics
79,One Trick Ponies,"[Verse 1] Woah, shit, yeah Loved you all a long, long while Looked down into a deep, dark well Called all your names They echoed down for miles and miles And all that other mystical, well, never-you-mind  [Verse 2] Loved them all through many a lifetime Some are gone, but some still strong Some are weird as hell, but we love 'em Some are one trick ponies, but we embrace 'em 'Cause I've always had a soft spot for repetition  [Chorus 1] Loved you all a long, long while Looked down into a deep, dark well Called all your names They echoed down for miles and miles And all that other mystical, well, never-you-mind (Oooo)  [Verse 3] Loved you all a long, long time Looked long into the length of a tunnel Called all your names And we was tripping out 'cause we needed a way out And all them other crystalline mystic rationalizations ",2018,/Kurt-vile-one-trick-ponies-lyrics
80,On Tour,"On tour Lord of the flies Aw, hey, who cares? What's a guitar?  Watch out for this one He'll stab you in the back for fun I'm just playin' I know you, man, most of the time  Watch out for this one He'll pump you full of lead for turnin' your head wrong I wouldn't know I see through everyone, even my own self now  I wanna write my whole life down Burn it there to the ground I wanna sing at the top of my lungs For fun, scream annoyingly 'Cause that's just me being me, being free  Watch out for this one He'll pump you full of lead for turnin' your head wrong I wouldn't know 'Cause I can see through him and them ",2011,/Kurt-vile-on-tour-lyrics
81,Overnight KV,False,2009,/Kurt-vile-overnight-kv-lyrics
82,Overnite Religion,"Here all along, got into this song Anyway it's strummed to, it won't quit Never mind time and let the good time  Hear my guitar chiming and climbing Finding all the notes that nobody wrote In all that time, make it my religion  Thinking is rhyming and click-track timing Finding all the words that nobody's heard And all that time, emitting my sweet vision  Overnight sensation, my all-night, every-night religion Digging on my sweet vision of overnight religion  Talking and strumming and swooning and tuning When you looking sick, I'll remedy it Each chord I lay a shape, make you awake before you break  Overnight sensation, my all-night, every-night religion Digging on my sweet vision of overnight religion  Here all along I writ you this song For the ones I know need me For the friends I haven't had For my sisters, brothers, Mom, and Dad They are all my friends in a church beneath my chest Hanging over me all night, it's all right ",2009,/Kurt-vile-overnite-religion-lyrics
83,Palace Of Okv In Reverse,"[Verse 1] Palace of OKV in reverse Dreamin' up a storm in my soul There's a great flood of blood Pumpin' through to my heart That goes out to the world Dreamin' dreams or was it real or was it only just a dream?  [Verse 2] Second verse same as the reverse Was it real or was it only but a dream? Dreamin' up a storm in my soul There's a great flood of blood then of course, well, all the rest Standin' on top of the world when it's startin' to burn And that's the way that I feel with my head down on the pillow sometimes  [Verse 3] Palace of OKV in rеverse gets unbuilt Roots pullеd back down in the ground",2022,/Kurt-vile-palace-of-okv-in-reverse-lyrics
84,Pearls,"Where you been now, little girl? Where you been now, little girl? Did you get your purse all filled with pearls?  Where'd you go out all alone? Where'd you go out all alone? Why'd you come back looking stoned?  Where you been now, little girl? Where you been now, little girl? Roamin' in your own little world?  I see your eyes all filled with sand I can see you in there up to your chin Tell me, girl, now where you been?",0,/Kurt-vile-pearls-lyrics
85,Peeping Tomboy,"[Verse 1] I don't wanna change, but I don't wanna stay the same I don't wanna to go, but I'm runnin' I don't wanna work, but I don't wanna sit around All day frownin'  [Verse 2] I don't wanna give up, but I kinda wanna lie down But not sleep, just rest Gimme a break, how much does it really take To get my head outta here? [Hook] I've been searchin' I don't know what for I came across some girl She was a tomboy And I was a peeping tom On that scene I was a peeping tom You know what I mean I was a I was a I was a I was a  [Verse 3] I don't wanna go, but it's a one-way street with me So I've been told and I'm going When I'm down, I would never come around But you should be kind and read my mind  [Hook] I've been searchin' I don't know what for She was a tomboy And I admired her 'Cause I was a peeping tom On that scene I was a peeping tom You know what I mean I was a I was a I was a I was a ",2011,/Kurt-vile-peeping-tomboy-lyrics
86,Pretty Pimpin,"[Verse 1] I woke up this morning Didn’t recognize the man in the mirror Then I laughed and I said, “Oh silly me, that’s just me” Then I proceeded to brush some stranger’s teeth But they were my teeth, and I was weightless Just quivering like some leaf come in the window of a restroom  [Pre-Chorus 1] I couldn’t tell you what the hell it was supposed to mean But it was a Monday, no, a Tuesday No, a Wednesday, Thursday, Friday Then Saturday came around, and I said ""Who’s this stupid clown blocking the bathroom sink?""  [Chorus 1] All he ever wanted Was to be someone in life that was just like All I want is to just have fun Live my life like a son of a gun I could be one thousand miles away But still mean what I say  [Verse 2] Then I woke up one morning Didn’t recognize the man in the mirror Then I laughed and I said, “Oh silly me, that’s just me” Then I proceeded to not comb some stranger’s hair Never was my style ",2015,/Kurt-vile-pretty-pimpin-lyrics
87,Prom King,False,2009,/Kurt-vile-prom-king-lyrics
88,Puppet to the Man,"Well I think by now you probably think I am a puppet to the man Well, I'll tell you right now, you best believe that I am Sometimes I'm stuck and I think I can't unglue it Sometimes I'm stuck and then I think I can't unglue it  This one goes out to all those who want the right to survive Enough comes by saying, looting, I want 'em to die My sister's stuck and she don't think she can unglue it Sometimes I get stuck in a rut too, it's okay, girlfriends Sometimes I've been rough so much I want it to end  Well I think by now you probably think I am a puppet to the man But I shout it out loud because I know that I am Sometimes I'm stuck and then I think I can't unglue it Will you help me do it? Will you help me do it?  Will you help me do it? Will you help me do it? Will you help me do it? Will you help me do it? Will you help me do it? Will you help me do it? Will you help me do it? Will you help me do it?",2011,/Kurt-vile-puppet-to-the-man-lyrics
89,Pure Pain,"[Verse 1] Well I want to be with you (when can I?) I don't know, well I'm workin Babe, but I want you, too, there But I want to be around And I want you around, deep down Imbedded in my brain Inbedded in my-wow What pure pain   [Verse 2] All of the roads that I travel down Get lost and then found again All bring me back to my baby Yeah, that's what you are Every time that I look out my window All of my thoughts they go travelin Out where the coldest of winds blow Only to drift back to you, girl Yeah, that's what you are Yeah, that's what you are  [Verse 3] And I want to be with you (when can I?) I don't know, when I'm working, babe, I want/wish you were here Cause I want to be around And I want you around Deep down I'm breaking down Wow, it's the purest of pure pain ",2013,/Kurt-vile-pure-pain-lyrics
90,Red Apples,"Hey, old man How many times we gotta tell you? Where you been so long? We don't want none Hey girl, come on over [???] Two packs of red apples for the long ride home That'll be just fine  Hey, old man Where you been so long? How many times do we gotta tell you We don't want none Hey girl, come on over That'll be just fine Two packs of red apples Two packs of red apples for the long ride home That'll be just fine Hey, old man Hey, old man Hey, old man How many times do we gotta tell you We don't want none Hey girl, come on over That'll be just fine Two packs of red apples for the long ride home That'll be just fine That'll be just fine Where you been so long?  Hey, old man How many times do we gotta tell you We don't want none Where you been so long? Hey girl, come on over That'll be just fine  Hey, old man Where you been so long? How many times do we gotta tell you We don't want none Where you been so long? Hey girl, come on over That'll be just fine Two packs of red apples for the long ride home That'll be just fine ",2009,/Kurt-vile-red-apples-lyrics
91,(Reprise Reprise),False,2013,/Kurt-vile-reprise-reprise-lyrics
92,Rollin with the Flow,"(How's it goin'?)  [Verse 1] Once was a thought inside my head 'Fore I reached thirty I'd be dead Now somehow on and on I go I keep on rollin' with the flow  [Verse 2] Folks said that I would change my mind I'd straighten up and do just fine Aw, but I still love rock and roll I keep on rollin' with the flow  [Chorus] While guys my age are raising kids I'm raisin' hell just like I did I've got a lot of crazy friends And they forgive me of my sins  [Verse 3] Some might be callin' me a bum But I'm still out there havin' fun And Jesus loves me, yes, I know So, I keep on rollin' with the flow (Keep on rollin', keep on) (Keep on rollin') ",2018,/Kurt-vile-rollin-with-the-flow-lyrics
93,Runner Ups,"[Verse 1] Hey old man, how many times we gotta tell ya? We don’t want none, but where you been so long? Hey girl, come on over, that’ll be just fine  [Hook] If it ain’t working, take a whiz on the world An entire nation drinking from a dirty cup My best friend’s long gone, but I got runner ups yeah  [Verse 2] When I’m walking, my head is practically dragging Yeah and all I ever see is just a whole lot of dirt My whole life’s been one long running gag Two packs of red apples for the long ride home Well you know, baby  [Hook] Sick of walking, so you took a wrong-way train Then you sat down and couldn’t get up My best friend’s long gone, but I got runner ups yeah My best friend’s long gone, but I got runner ups  [Verse 3] I don’t know if it’s real, but it’s how I feel Don’t know if you really came, but I feel dumb in asking You should've been an actress, you're so domineering Take two white gold earrings for your troubles, ma'am ",2011,/Kurt-vile-runner-ups-lyrics
94,Run Run Run,"[Verse 1] Teenage Mary said to Uncle Dave ""I sold my soul, must be saved Gonna take a walk down to Union Square You never know who you're gonna find there""  [Chorus] You gotta run, run, run, run, run, take a drag or two Run, run, run, run, run, Gypsy death and you Tell you whatcha do [Verse 2] Marguerita Passion, I had to get her fixed She wasn't well, she was getting sick Went to sell her soul, she wasn't high Didn't know, thinks she could buy it  [Chorus] She gotta run, run, run, run, run, take a drag or two Run, run, run, run, run, Gypsy death and you Tell you whatcha do now  [Verse 3] Seasick Sarah had a golden nose Hobnail boots wrapped around her toe When she turned blue, all thе angels screamed Thеy didn't know, they couldn't make the scene  [Chorus] They gotta run, run, run, run, run, take a drag or two Run, run, run, run, run, Gypsy death and you Tell you whatcha do Tell you whatcha do Tell you whatcha do Tell you whatcha do  [Verse 4] Beardless Harry, what a waste Couldn't even get a small-town taste Rode the trolleys down to 47th Figured he was good to get himself to Heaven ",2021,/Kurt-vile-run-run-run-lyrics
95,Run Run Run (Radio Edit),"[Verse 1] Teenage Mary said to Uncle Dave ""I sold my soul, must be saved Gonna take a walk down to Union Square You never know who you're gonna find there""  [Chorus] You gotta run, run, run, run, run, take a drag or two Run, run, run, run, run, Gypsy death and you Tell you whatcha do [Verse 2] Marguerita Passion, I had to get her fixed She wasn't well, she was getting sick Went to sell her soul, she wasn't high Didn't know, thinks she could buy it  [Chorus] She gotta run, run, run, run, run, take a drag or two Run, run, run, run, run, Gypsy death and you Tell you whatcha do now  [Verse 3] Seasick Sarah had a golden nose Hobnail boots wrapped around her toe When she turned blue, all thе angels screamed Thеy didn't know, they couldn't make the scene  [Chorus] They gotta run, run, run, run, run, take a drag or two Run, run, run, run, run, Gypsy death and you Tell you whatcha do Tell you whatcha do Tell you whatcha do Tell you whatcha do  [Verse 4] Beardless Harry, what a waste Couldn't even get a small-town taste Rode the trolleys down to 47th Figured he was good to get himself to Heaven ",2021,/Kurt-vile-run-run-run-radio-edit-lyrics
96,Sad Ghost,"In the morning I'm not done sleeping In the evening I guess I'm alive That's alright I can still peel myself up sleepwalking In a ghost town Think I'll never leave my couch again 'Cause when I'm out I'm moanin' in my mind  Christ was born; I was there You know me, I'm around I got friends Hey wait where was I? Well I am trying  When I'm driving I found I'm dreaming Jammin tunes and drifting And it's just that sometimes I want to pull over Open up and stay in Raindrops might fall on my head sometimes But I don't pay 'em any mind Christ was here you just missed him Now I'm out going down 2nd To all the stores to see my friends To find kinks, buy whores",2010,/Kurt-vile-sad-ghost-lyrics
